Formatted Date,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2009-02-16 16:00:00.000 +0100,Mostly Cloudy,0.088888889,-3.911111111,0.69,13.0732,232,11.4471,1021.22
2009-02-17 00:00:00.000 +0100,Overcast,-0.555555556,-4.983333333,0.85,14.49,200,15.134,1018.8
2009-02-17 08:00:00.000 +0100,Foggy,-1.111111111,-5.972222222,1,16.1,200,1.932,1014.5
2009-02-17 16:00:00.000 +0100,Overcast,1.127777778,-3.283333333,0.99,16.6152,208,6.1341,1009.32
2009-02-18 00:00:00.000 +0100,Overcast,0,-4.866666667,0.92,17.71,300,4.025,1011.5
2009-02-18 16:00:00.000 +0100,Mostly Cloudy,-1.094444444,-5.794444444,0.62,15.2628,348,9.982,1017.67
2009-02-19 00:00:00.000 +0100,Clear,-6.666666667,-11.65,0.88,11.27,350,15.134,1018.8
2009-02-19 16:00:00.000 +0100,Partly Cloudy,0,-5.783333333,0.63,24.15,330,11.27,1019.8
2009-02-02 00:00:00.000 +0100,Overcast,2.222222222,-0.933333333,0.82,11.27,110,15.134,1019.1
2009-02-02 08:00:00.000 +0100,Partly Cloudy,1.111111111,-2.272222222,0.85,11.27,120,8.05,1020.3
2009-02-02 16:00:00.000 +0100,Mostly Cloudy,7.033333333,4.116666667,0.65,16.1322,120,10.3684,1018
2009-02-20 00:00:00.000 +0100,Partly Cloudy,-5.555555556,-10.30555556,0.81,11.27,330,16.1,1024.1
2009-02-20 08:00:00.000 +0100,Partly Cloudy,-6.111111111,-10.48333333,0.81,9.66,320,9.982,1026.2
2009-02-20 16:00:00.000 +0100,Partly Cloudy,2.016666667,-1.122222222,0.54,10.9802,352,11.4471,1025.21
2009-02-21 00:00:00.000 +0100,Mostly Cloudy,-1.666666667,-4.105555556,0.88,6.44,160,16.1,1026.7
2009-02-21 08:00:00.000 +0100,Overcast,-1.111111111,-1.111111111,0.92,1.61,170,6.118,1026.5
2009-02-21 16:00:00.000 +0100,Overcast,0.016666667,-4.138888889,0.82,13.7816,352,6.3434,1026.13
2009-02-22 00:00:00.000 +0100,Partly Cloudy,-4.444444444,-7.311111111,0.96,6.44,350,4.025,1026.5
2009-02-22 08:00:00.000 +0100,Partly Cloudy,-3.888888889,-8.3,0.78,11.27,350,6.118,1025.5
2009-02-22 16:00:00.000 +0100,Partly Cloudy,0.105555556,0.105555556,0.58,1.0626,60,9.982,1023.31
2009-02-23 00:00:00.000 +0100,Partly Cloudy,-5.555555556,-8.594444444,0.88,6.44,150,9.982,1021.5
2009-02-23 08:00:00.000 +0100,Overcast,-3.888888889,-8.711111111,0.84,12.88,150,4.025,1017.7
2009-02-23 16:00:00.000 +0100,Overcast,0.088888889,-3.711111111,0.74,12.1394,192,8.3559,1015.2
2009-02-24 00:00:00.000 +0100,Mostly Cloudy,-1.666666667,-4.105555556,0.88,6.44,140,4.991,1016.1
2009-02-24 08:00:00.000 +0100,Mostly Cloudy,-2.222222222,-2.222222222,0.81,4.83,110,4.991,1017.7
2009-02-24 16:00:00.000 +0100,Partly Cloudy,2.583333333,-1.116666667,0.68,14.4578,60,9.4185,1020.78
2009-02-25 00:00:00.000 +0100,Mostly Cloudy,-0.555555556,-4.983333333,0.85,14.49,340,9.982,1025.8
2009-02-25 08:00:00.000 +0100,Foggy,0,-3.205555556,0.85,9.66,340,2.576,1028.4
2009-02-25 16:00:00.000 +0100,Partly Cloudy,4.166666667,1.661111111,0.67,10.0786,324,11.0768,1027.85
2009-02-26 00:00:00.000 +0100,Clear,-2.222222222,-4.744444444,0.85,6.44,240,9.982,1027.6
2009-02-26 08:00:00.000 +0100,Mostly Cloudy,1.111111111,-1.883333333,0.78,9.66,260,11.27,1024.8
2009-02-26 16:00:00.000 +0100,Overcast,5.277777778,1.85,0.62,16.7923,287,11.0768,1020.27
2009-02-27 00:00:00.000 +0100,Overcast,2.777777778,1.027777778,0.92,6.44,240,6.118,1017.4
2009-02-27 08:00:00.000 +0100,Mostly Cloudy,3.888888889,1.072222222,0.82,11.27,250,9.982,1014.4
2009-02-27 16:00:00.000 +0100,Partly Cloudy,7.155555556,3.011111111,0.66,28.336,317,11.4471,1013.34
2009-02-28 00:00:00.000 +0100,Partly Cloudy,-1.111111111,-3.461111111,0.88,6.44,280,16.1,1017.2
2009-02-28 08:00:00.000 +0100,Mostly Cloudy,3.888888889,0.477777778,0.92,14.49,250,6.118,1018.1
2009-02-28 16:00:00.000 +0100,Partly Cloudy,8.994444444,6.005555556,0.7,21.1876,306,11.4471,1017.27
2009-02-03 00:00:00.000 +0100,Overcast,2.222222222,-2.094444444,0.79,17.71,130,15.134,1015.5
2009-02-03 08:00:00.000 +0100,Overcast,3.888888889,-0.805555556,0.82,24.15,140,11.27,1012
2009-02-03 16:00:00.000 +0100,Overcast,5.088888889,0.383333333,0.82,27.7564,150,11.4471,1008.86
2009-02-04 00:00:00.000 +0100,Overcast,5.555555556,1.172222222,0.79,25.76,150,16.1,1005.7
2009-02-04 08:00:00.000 +0100,Mostly Cloudy,6.111111111,6.111111111,0.79,3.22,170,11.27,1001.2
2009-02-04 16:00:00.000 +0100,Mostly Cloudy,8.933333333,7.2,0.88,10.9963,210,9.982,999.62
2009-02-05 00:00:00.000 +0100,Overcast,5,1.844444444,0.96,14.49,230,9.982,1004.1
2009-02-05 08:00:00.000 +0100,Partly Cloudy,2.777777778,-0.594444444,1,12.88,190,4.991,1006.3
2009-02-05 16:00:00.000 +0100,Mostly Cloudy,12.39444444,12.39444444,0.72,11.8013,210,11.4471,1005.9
2009-02-06 00:00:00.000 +0100,Clear,5.555555556,3.083333333,0.89,11.27,210,15.134,1006.2
2009-02-06 08:00:00.000 +0100,Mostly Cloudy,3.888888889,1.833333333,0.89,8.05,150,9.982,1005.5
2009-02-06 16:00:00.000 +0100,Mostly Cloudy,13.95555556,13.95555556,0.58,12.7673,158,10.3684,1002.72
2009-02-07 00:00:00.000 +0100,Clear,7.222222222,4.15,0.76,17.71,160,16.1,1001.9
2009-02-07 08:00:00.000 +0100,Mostly Cloudy,7.222222222,3.788888889,0.79,20.93,160,9.982,999.2
2009-02-07 16:00:00.000 +0100,Mostly Cloudy,12.39444444,12.39444444,0.73,20.5436,158,11.4471,995.22
2009-02-08 00:00:00.000 +0100,Mostly Cloudy,8.888888889,5.894444444,0.8,20.93,150,16.1,993.2
2009-02-08 08:00:00.000 +0100,Mostly Cloudy,7.222222222,4.355555556,0.86,16.1,150,9.982,991.2
2009-02-08 16:00:00.000 +0100,Partly Cloudy,11.19444444,11.19444444,0.71,20.5275,250,11.4471,993.22
2009-02-09 00:00:00.000 +0100,Overcast,3.888888889,-0.011111111,0.85,17.71,260,16.1,998.1
2009-02-09 08:00:00.000 +0100,Mostly Cloudy,2.222222222,2.222222222,1,4.83,260,4.025,1002.4
2009-02-09 16:00:00.000 +0100,Overcast,2.205555556,-2.461111111,0.93,20.1572,313,4.991,1009.93
2009-01-01 00:00:00.000 +0100,Foggy,-6.077777778,-6.077777778,0.93,2.415,314,0.8855,1026.54
2009-01-01 08:00:00.000 +0100,Overcast,-5,-7.955555556,0.84,6.44,280,4.508,1026.1
2009-01-01 16:00:00.000 +0100,Overcast,-5,-5,0.77,3.22,280,8.05,1026.3
2009-01-10 00:00:00.000 +0100,Foggy,-12.22222222,-12.22222222,0.87,3.22,20,3.059,1033.8
2009-01-10 08:00:00.000 +0100,Foggy,-12.77777778,-12.77777778,0.83,3.22,350,1.288,1034.9
2009-01-10 16:00:00.000 +0100,Partly Cloudy,-5.833333333,-10.06111111,0.8,9.3702,326,4.4275,1035.33
2009-01-11 00:00:00.000 +0100,Foggy,-11.11111111,-11.11111111,0.87,3.22,320,2.576,1038.1
2009-01-11 08:00:00.000 +0100,Foggy,-7.222222222,-7.222222222,0.96,3.22,320,1.932,1040
2009-01-11 16:00:00.000 +0100,Foggy,-4.927777778,-7.383333333,0.84,5.4257,66,2.6726,1040.46
2009-01-12 00:00:00.000 +0100,Foggy,-5,-5,0.84,3.22,200,3.059,1041.5
2009-01-12 08:00:00.000 +0100,Foggy,-6.111111111,-6.111111111,0.88,3.22,160,1.932,1040.9
2009-01-12 16:00:00.000 +0100,Foggy,-5.122222222,-9.755555556,0.85,11.1734,97,2.8175,1037.88
2009-01-13 00:00:00.000 +0100,Overcast,-5.555555556,-8.594444444,0.88,6.44,120,4.025,1034.8
2009-01-13 08:00:00.000 +0100,Foggy,-6.111111111,-6.111111111,0.92,3.22,130,2.576,1031.7
2009-01-13 16:00:00.000 +0100,Foggy,-6.111111111,-9.983333333,0.92,8.2271,78,2.0608,1027.77
2009-01-14 00:00:00.000 +0100,Foggy,-5,-10.44444444,0.88,14.49,30,2.576,1023.1
2009-01-14 08:00:00.000 +0100,Foggy,-2.777777778,-6,0.92,8.05,30,1.932,1017.9
2009-01-14 16:00:00.000 +0100,Partly Cloudy,1.388888889,-0.855555556,0.78,7.245,16,4.2021,1014.67
2009-01-15 00:00:00.000 +0100,Mostly Cloudy,-0.555555556,-0.555555556,0.85,3.22,330,4.025,1015.9
2009-01-15 08:00:00.000 +0100,Foggy,0,-1.488888889,0.92,4.83,250,1.449,1018.8
2009-01-15 16:00:00.000 +0100,Foggy,0.033333333,-4.122222222,0.93,13.7977,273,1.4329,1021.61
2009-01-16 00:00:00.000 +0100,Foggy,-0.555555556,-2.822222222,0.96,6.44,230,1.932,1023.6
2009-01-16 08:00:00.000 +0100,Mostly Cloudy,-1.111111111,-1.111111111,0.92,3.22,290,4.025,1023.5
2009-01-16 16:00:00.000 +0100,Foggy,1.183333333,-1.322222222,0.86,7.9695,353,3.0268,1024.49
2009-01-17 08:00:00.000 +0100,Mostly Cloudy,-1.111111111,-1.111111111,0.81,3.22,130,11.27,1028.4
2009-01-17 16:00:00.000 +0100,Overcast,-0.05,-3.233333333,0.86,9.5473,212,5.796,1026.97
2009-01-18 00:00:00.000 +0100,Overcast,-2.222222222,-6.288888889,0.88,11.27,220,4.025,1025.3
2009-01-18 08:00:00.000 +0100,Foggy,-2.222222222,-6.683333333,1,12.88,210,0.161,1022.4
2009-01-18 16:00:00.000 +0100,Foggy,-0.955555556,-5.122222222,0.99,12.7995,168,1.7066,1016.54
2009-01-19 00:00:00.000 +0100,Overcast,3.333333333,-0.705555556,0.82,17.71,210,6.118,1010.3
2009-01-19 08:00:00.000 +0100,Mostly Cloudy,2.222222222,-0.561111111,0.85,9.66,270,11.27,1013.8
2009-01-19 16:00:00.000 +0100,Partly Cloudy,4.133333333,1.666666667,0.87,9.8693,179,10.3684,1012.92
2009-01-02 00:00:00.000 +0100,Overcast,-4.444444444,-8.966666667,0.84,11.27,340,4.508,1026.3
2009-01-02 16:00:00.000 +0100,Mostly Cloudy,-3.872222222,-8.272222222,0.78,11.2539,168,11.0768,1025.88
2009-01-20 00:00:00.000 +0100,Mostly Cloudy,3.333333333,-1.138888889,0.89,20.93,150,15.134,1008.9
2009-01-20 08:00:00.000 +0100,Mostly Cloudy,3.888888889,0.477777778,0.82,14.49,150,11.27,1007.8
2009-01-20 16:00:00.000 +0100,Partly Cloudy,11.02222222,11.02222222,0.72,21.6062,159,10.3684,1006.45
2009-01-21 00:00:00.000 +0100,Partly Cloudy,4.444444444,0.683333333,0.79,17.71,150,16.1,1008.5
2009-01-21 08:00:00.000 +0100,Overcast,6.111111111,2.766666667,0.76,17.71,150,11.27,1007.6
2009-01-21 16:00:00.000 +0100,Overcast,8.955555556,5.266666667,0.88,29.5274,150,11.0768,1005.55
2009-01-22 00:00:00.000 +0100,Overcast,8.888888889,5.894444444,0.8,20.93,160,16.1,1006.4
2009-01-22 08:00:00.000 +0100,Mostly Cloudy,6.111111111,6.111111111,1,3.22,60,4.991,1007.2
2009-01-22 16:00:00.000 +0100,Overcast,3.955555556,1.077777778,0.93,11.6564,286,4.7173,1007.79
2009-01-23 08:00:00.000 +0100,Foggy,2.777777778,-0.266666667,0.96,11.27,30,2.576,1000.4
2009-01-23 16:00:00.000 +0100,Foggy,4.95,3.2,0.93,7.5992,215,2.2379,993.76
2009-01-24 00:00:00.000 +0100,Foggy,3.333333333,1.672222222,1,6.44,260,0.322,989.5
2009-01-24 08:00:00.000 +0100,Foggy,2.222222222,-0.127777778,1,8.05,230,3.059,990.6
2009-01-24 16:00:00.000 +0100,Mostly Cloudy,6.061111111,4.283333333,0.79,8.4525,174,9.982,992.46
2009-01-25 00:00:00.000 +0100,Foggy,-0.555555556,-0.555555556,0.96,3.22,80,0.161,995.7
2009-01-25 08:00:00.000 +0100,Foggy,-1.111111111,-6.761111111,1,20.93,40,0.161,998.4
2009-01-25 16:00:00.000 +0100,Overcast,3.922222222,1.305555556,0.89,10.3684,342,6.601,999.45
2009-01-26 00:00:00.000 +0100,Overcast,3.333333333,0.405555556,0.85,11.27,10,6.118,1001
2009-01-26 08:00:00.000 +0100,Overcast,2.777777778,0.105555556,0.96,9.66,340,6.118,1004.5
2009-01-26 16:00:00.000 +0100,Mostly Cloudy,6.161111111,6.161111111,0.75,3.6708,51,9.982,1006.75
2009-01-27 00:00:00.000 +0100,Foggy,-1.666666667,-4.105555556,1,6.44,110,1.288,1009.3
2009-01-27 08:00:00.000 +0100,Foggy,2.222222222,-1.566666667,1,14.49,50,1.771,1008.2
2009-01-27 16:00:00.000 +0100,Overcast,6.127777778,2.305555556,0.93,21.8316,51,3.8318,1005.78
2009-01-28 00:00:00.000 +0100,Mostly Cloudy,5.555555556,2.527777778,0.96,14.49,60,6.118,1006.1
2009-01-28 08:00:00.000 +0100,Foggy,3.888888889,0.761111111,1,12.88,30,3.059,1006.6
2009-01-28 16:00:00.000 +0100,Overcast,4.011111111,-0.533333333,0.92,23.1035,349,7.7924,1004.85
2009-01-29 00:00:00.000 +0100,Overcast,3.333333333,-0.705555556,0.96,17.71,20,15.134,1005.5
2009-01-29 08:00:00.000 +0100,Overcast,5,1.844444444,0.93,14.49,50,8.05,1008.6
2009-01-29 16:00:00.000 +0100,Overcast,4.844444444,2.144444444,0.93,11.6886,23,10.5133,1012.85
2009-01-03 00:00:00.000 +0100,Mostly Cloudy,-4.444444444,-7.311111111,0.81,6.44,250,8.05,1027.1
2009-01-03 08:00:00.000 +0100,Foggy,-5,-5,0.84,3.22,220,3.059,1028.5
2009-01-03 16:00:00.000 +0100,Mostly Cloudy,-3.855555556,-3.855555556,0.83,3.1073,162,6.3434,1027.47
2009-01-30 00:00:00.000 +0100,Overcast,2.222222222,-2.544444444,0.82,20.93,30,15.134,1017
2009-01-30 08:00:00.000 +0100,Mostly Cloudy,1.111111111,-2.933333333,0.78,14.49,10,11.27,1019.6
2009-01-30 16:00:00.000 +0100,Mostly Cloudy,2.866666667,-0.577777778,0.7,13.363,6,11.4471,1019.41
2009-01-31 00:00:00.000 +0100,Overcast,0.555555556,-2.944444444,0.82,11.27,340,16.1,1019.6
2009-01-31 08:00:00.000 +0100,Mostly Cloudy,-1.111111111,-5.666666667,0.81,14.49,320,9.982,1018.7
2009-01-31 16:00:00.000 +0100,Mostly Cloudy,2.255555556,2.255555556,0.62,4.2021,56,10.3684,1017.27
2009-01-04 00:00:00.000 +0100,Foggy,-10,-10,0.88,3.22,210,3.059,1025.7
2009-01-04 08:00:00.000 +0100,Foggy,-12.22222222,-12.22222222,0.87,4.83,180,2.576,1023.1
2009-01-04 16:00:00.000 +0100,Partly Cloudy,-4.827777778,-8.538888889,0.8,8.4203,228,7.2933,1019.96
2009-01-05 00:00:00.000 +0100,Overcast,-5.555555556,-11.12777778,0.81,14.49,210,7.084,1019.9
2009-01-05 08:00:00.000 +0100,Mostly Cloudy,-7.222222222,-13.17777778,0.88,14.49,180,4.991,1019.2
2009-01-05 16:00:00.000 +0100,Overcast,-4.983333333,-7.488888889,0.84,5.5062,120,3.8318,1019.49
2009-01-06 00:00:00.000 +0100,Partly Cloudy,-8.333333333,-13.65555556,0.92,11.27,40,3.542,1021.6
2009-01-06 08:00:00.000 +0100,Partly Cloudy,-7.777777778,-7.777777778,0.92,4.83,30,3.542,1023.4
2009-01-06 16:00:00.000 +0100,Mostly Cloudy,-2.883333333,-2.883333333,0.79,3.5903,32,5.796,1023.84
2009-01-07 00:00:00.000 +0100,Foggy,-8.888888889,-12.45,0.92,6.44,190,0.161,1024
2009-01-07 08:00:00.000 +0100,Foggy,-7.222222222,-7.222222222,0.96,3.22,140,2.576,1023.1
2009-01-07 16:00:00.000 +0100,Foggy,-4.933333333,-9.511111111,0.85,11.109,256,2.8819,1021.12
2009-01-08 00:00:00.000 +0100,Overcast,-5,-10.44444444,0.84,14.49,320,6.118,1022.8
2009-01-08 08:00:00.000 +0100,Mostly Cloudy,-5,-10.44444444,0.81,14.49,330,9.982,1027.1
2009-01-08 16:00:00.000 +0100,Clear,-2.705555556,-5.916666667,0.63,8.05,36,6.3434,1032.82
2009-01-09 00:00:00.000 +0100,Foggy,-10,-10,0.92,3.22,350,1.771,1037.2
2009-01-09 08:00:00.000 +0100,Foggy,-12.22222222,-12.22222222,0.87,3.22,140,0.805,1038.1
2009-01-09 16:00:00.000 +0100,Clear,-6.894444444,-6.894444444,0.88,3.1717,115,3.2844,1034.93
2009-07-01 00:00:00.000 +0200,Partly Cloudy,18.88888889,18.88888889,0.97,3.22,60,8.05,1016.3
2009-07-01 08:00:00.000 +0200,Partly Cloudy,22.39444444,22.39444444,0.76,7.3899,134,9.8049,1017.31
2009-07-01 16:00:00.000 +0200,Partly Cloudy,25,25,0.74,4.83,230,11.27,1016
2009-07-10 00:00:00.000 +0200,Partly Cloudy,16.66666667,16.66666667,0.72,14.49,330,16.1,1014.8
2009-07-10 08:00:00.000 +0200,Mostly Cloudy,17.72777778,17.72777778,0.74,5.1359,37,10.3684,1014.27
2009-07-11 00:00:00.000 +0200,Overcast,14.44444444,14.44444444,0.9,6.44,300,9.982,1014.2
2009-07-11 08:00:00.000 +0200,Mostly Cloudy,16.87777778,16.87777778,0.77,14.329,317,9.6117,1014.99
2009-07-11 16:00:00.000 +0200,Mostly Cloudy,22.77777778,22.77777778,0.41,14.49,320,9.982,1013.8
2009-07-12 00:00:00.000 +0200,Mostly Cloudy,16.66666667,16.66666667,0.65,11.27,310,16.1,1014.8
2009-07-12 08:00:00.000 +0200,Clear,18.75,18.75,0.56,17.2753,323,10.3684,1015.36
2009-07-12 16:00:00.000 +0200,Partly Cloudy,25,25,0.3,17.71,320,9.982,1013.5
2009-07-13 00:00:00.000 +0200,Clear,15,15,0.75,6.44,260,16.1,1015
2009-07-13 08:00:00.000 +0200,Partly Cloudy,20.92222222,20.92222222,0.59,3.2522,301,10.3684,1016.19
2009-07-13 16:00:00.000 +0200,Mostly Cloudy,28.88888889,28.25,0.37,16.1,270,9.982,1014.7
2009-07-14 08:00:00.000 +0200,Clear,24.67222222,24.67222222,0.6,3.22,169,10.3684,1016.79
2009-07-14 16:00:00.000 +0200,Partly Cloudy,31.11111111,30.38333333,0.35,11.27,150,9.982,1016
2009-07-15 00:00:00.000 +0200,Clear,21.66666667,21.66666667,0.73,3.22,170,16.1,1017.7
2009-07-15 08:00:00.000 +0200,Partly Cloudy,25.92222222,25.92222222,0.62,7.889,134,10.3684,1019.15
2009-07-15 16:00:00.000 +0200,Partly Cloudy,33.88888889,34.08888889,0.35,9.66,220,9.982,1017.4
2009-07-16 00:00:00.000 +0200,Partly Cloudy,22.77777778,22.77777778,0.79,3.22,70,16.1,1018.2
2009-07-16 08:00:00.000 +0200,Partly Cloudy,25.95555556,25.95555556,0.67,8.1627,338,10.3684,1018.77
2009-07-16 16:00:00.000 +0200,Partly Cloudy,31.11111111,33.87777778,0.55,11.27,20,11.27,1017.4
2009-07-17 00:00:00.000 +0200,Partly Cloudy,23.88888889,23.88888889,0.74,11.27,40,16.1,1017.7
2009-07-17 08:00:00.000 +0200,Clear,24.87777778,24.87777778,0.7,9.6439,45,9.982,1016.17
2009-07-17 16:00:00.000 +0200,Partly Cloudy,32.77777778,32.32777778,0.34,8.05,290,9.982,1011.8
2009-07-18 00:00:00.000 +0200,Clear,23.88888889,23.88888889,0.71,11.27,140,16.1,1010.3
2009-07-18 08:00:00.000 +0200,Clear,25.86666667,25.86666667,0.71,14.5222,145,10.3684,1007.86
2009-07-18 16:00:00.000 +0200,Breezy and Partly Cloudy,35,36.92222222,0.39,33.81,150,9.982,1002.3
2009-07-19 00:00:00.000 +0200,Overcast,15,15,0.9,14.49,270,15.134,1011.1
2009-07-19 08:00:00.000 +0200,Partly Cloudy,17.17222222,17.17222222,0.72,24.2466,271,11.0768,1015.49
2009-07-19 16:00:00.000 +0200,Mostly Cloudy,23.88888889,23.88888889,0.45,24.15,280,9.982,1017
2009-07-02 08:00:00.000 +0200,Mostly Cloudy,22.5,22.5,0.8,2.2862,137,9.4185,1017.07
2009-07-02 16:00:00.000 +0200,Partly Cloudy,27.77777778,27.47222222,0.4,9.66,80,9.982,1013.8
2009-07-20 08:00:00.000 +0200,Clear,20.92222222,20.92222222,0.57,7.7119,290,10.3684,1021.66
2009-07-20 16:00:00.000 +0200,Partly Cloudy,27.77777778,26.81111111,0.27,12.88,300,9.982,1019.7
2009-07-21 00:00:00.000 +0200,Partly Cloudy,18.33333333,18.33333333,0.65,6.44,130,16.1,1020.8
2009-07-21 08:00:00.000 +0200,Partly Cloudy,22.65555556,22.65555556,0.54,8.1627,198,9.982,1020.79
2009-07-21 16:00:00.000 +0200,Partly Cloudy,30,28.68333333,0.29,17.71,210,9.982,1018.5
2009-07-22 00:00:00.000 +0200,Clear,20,20,0.66,11.27,160,16.1,1018.2
2009-07-22 08:00:00.000 +0200,Partly Cloudy,22.76111111,22.76111111,0.62,12.3487,170,10.3684,1017.48
2009-07-22 16:00:00.000 +0200,Mostly Cloudy,32.77777778,30.95,0.23,24.15,170,9.982,1015.8
2009-07-23 00:00:00.000 +0200,Clear,22.22222222,22.22222222,0.61,14.49,150,16.1,1014.9
2009-07-23 08:00:00.000 +0200,Clear,23.76666667,23.76666667,0.63,12.719,180,10.3684,1014.07
2009-07-23 16:00:00.000 +0200,Clear,36.11111111,35.00555556,0.24,25.76,210,9.982,1011.3
2009-07-24 00:00:00.000 +0200,Clear,23.33333333,23.33333333,0.66,14.49,190,16.1,1010.6
2009-07-24 08:00:00.000 +0200,Clear,24.86111111,24.86111111,0.56,12.5741,300,10.3684,1015.59
2009-07-24 16:00:00.000 +0200,Partly Cloudy,33.88888889,32.38888889,0.25,8.05,230,9.982,1014.1
2009-07-25 08:00:00.000 +0200,Mostly Cloudy,21.06111111,21.06111111,0.69,20.6724,321,10.3684,1013.6
2009-07-25 16:00:00.000 +0200,Partly Cloudy,27.22222222,26.97777778,0.39,25.76,310,9.982,1015.9
2009-07-26 00:00:00.000 +0200,Partly Cloudy,18.88888889,18.88888889,0.56,14.49,310,16.1,1020.5
2009-07-26 08:00:00.000 +0200,Clear,18.8,18.8,0.62,20.0767,311,10.3684,1022
2009-07-26 16:00:00.000 +0200,Partly Cloudy,26.11111111,26.11111111,0.28,24.15,300,9.982,1020
2009-07-27 00:00:00.000 +0200,Clear,15.55555556,15.55555556,0.67,6.44,310,16.1,1021.3
2009-07-27 08:00:00.000 +0200,Partly Cloudy,19.91111111,19.91111111,0.54,4.9749,2,10.3684,1021.63
2009-07-27 16:00:00.000 +0200,Mostly Cloudy,27.77777778,26.81111111,0.27,8.05,50,9.982,1018.7
2009-07-28 00:00:00.000 +0200,Partly Cloudy,18.88888889,18.88888889,0.52,11.27,130,16.1,1017.9
2009-07-28 08:00:00.000 +0200,Clear,21.75555556,21.75555556,0.51,3.7352,124,9.982,1018.19
2009-07-28 16:00:00.000 +0200,Partly Cloudy,30,28.39444444,0.24,8.05,80,9.982,1016.3
2009-07-29 00:00:00.000 +0200,Partly Cloudy,18.33333333,18.33333333,0.63,6.44,40,16.1,1018.2
2009-07-29 08:00:00.000 +0200,Partly Cloudy,22.17222222,22.17222222,0.61,8.5169,358,10.3684,1019.98
2009-07-29 16:00:00.000 +0200,Partly Cloudy,32.22222222,30.63888889,0.26,9.66,340,9.982,1017.7
2009-07-03 00:00:00.000 +0200,Mostly Cloudy,20,20,0.87,3.22,200,9.982,1014
2009-07-03 08:00:00.000 +0200,Mostly Cloudy,22.13333333,22.13333333,0.82,8.8067,242,7.1645,1012.38
2009-07-03 16:00:00.000 +0200,Partly Cloudy,28.88888889,28.76666667,0.43,4.83,200,11.27,1009
2009-07-30 08:00:00.000 +0200,Clear,22.65555556,22.65555556,0.67,3.9445,26,10.3684,1018.14
2009-07-30 16:00:00.000 +0200,Partly Cloudy,33.88888889,32.38888889,0.25,4.83,20,9.982,1015.9
2009-07-31 08:00:00.000 +0200,Partly Cloudy,24.81111111,24.81111111,0.59,10.1752,341,10.3684,1018.07
2009-07-04 00:00:00.000 +0200,Mostly Cloudy,21.11111111,21.11111111,0.84,6.44,20,15.134,1009.5
2009-07-04 08:00:00.000 +0200,Partly Cloudy,22.08333333,22.08333333,0.77,8.4686,16,9.6117,1009.28
2009-07-05 00:00:00.000 +0200,Partly Cloudy,20.55555556,20.55555556,0.87,3.22,130,16.1,1008.4
2009-07-05 08:00:00.000 +0200,Partly Cloudy,22.57222222,22.57222222,0.74,12.5097,310,9.982,1008
2009-07-05 16:00:00.000 +0200,Partly Cloudy,31.11111111,29.75555556,0.29,9.66,280,11.27,1005.9
2009-07-06 00:00:00.000 +0200,Partly Cloudy,20.55555556,20.55555556,0.78,11.27,300,16.1,1007.5
2009-07-06 08:00:00.000 +0200,Clear,22.68888889,22.68888889,0.71,8.0178,326,10.3684,1007.88
2009-07-06 16:00:00.000 +0200,Partly Cloudy,27.77777778,28.12222222,0.49,8.05,340,9.982,1006.6
2009-07-07 00:00:00.000 +0200,Mostly Cloudy,21.66666667,21.66666667,0.71,17.71,320,16.1,1008.7
2009-07-07 08:00:00.000 +0200,Partly Cloudy,20.97222222,20.97222222,0.82,10.7709,230,10.7065,1009.93
2009-07-07 16:00:00.000 +0200,Partly Cloudy,27.77777778,27.67222222,0.43,12.88,260,11.27,1007.7
2009-07-08 00:00:00.000 +0200,Mostly Cloudy,20.55555556,20.55555556,0.9,14.49,200,16.1,1008.7
2009-07-08 08:00:00.000 +0200,Partly Cloudy,21.11111111,21.11111111,0.79,11.27,319,8.3559,1008.87
2009-07-08 16:00:00.000 +0200,Partly Cloudy,23.88888889,23.88888889,0.5,11.27,310,11.27,1009.8
2009-07-09 00:00:00.000 +0200,Partly Cloudy,14.44444444,14.44444444,0.9,6.44,260,16.1,1014.3
2009-07-09 08:00:00.000 +0200,Partly Cloudy,18.88888889,18.88888889,0.65,15.617,329,10.3684,1015.87
2009-07-09 16:00:00.000 +0200,Mostly Cloudy,25,25,0.33,11.27,310,9.982,1014.2
2009-06-01 00:00:00.000 +0200,Partly Cloudy,8.333333333,8.333333333,0.89,3.22,130,9.982,1020.1
2009-06-01 08:00:00.000 +0200,Partly Cloudy,14.93333333,14.93333333,0.79,8.0822,150,9.982,1018.19
2009-06-01 16:00:00.000 +0200,Overcast,20,20,0.57,14.49,150,11.27,1014.7
2009-06-10 00:00:00.000 +0200,Partly Cloudy,18.88888889,18.88888889,0.68,6.44,180,16.1,1015
2009-06-10 08:00:00.000 +0200,Partly Cloudy,25.78333333,25.78333333,0.48,8.05,290,10.3684,1017.19
2009-06-10 16:00:00.000 +0200,Partly Cloudy,31.11111111,30.05,0.32,14.49,230,9.982,1016
2009-06-11 00:00:00.000 +0200,Overcast,17.77777778,17.77777778,0.9,14.49,80,9.982,1016.1
2009-06-11 08:00:00.000 +0200,Partly Cloudy,20,20,0.84,11.2378,189,11.4471,1015.54
2009-06-11 16:00:00.000 +0200,Mostly Cloudy,27.22222222,27.43888889,0.47,11.27,240,9.982,1011.5
